phase	collection	category	sub_category	cbeta_id	volume	sutra_no	juan_count	title	translator
1	T	阿含部類	阿含部	T01n0001	01	0001	22	長阿含經	後秦 佛陀耶舍共竺佛念譯
1	T	阿含部類	阿含部	T01n0002	01	0002	1	七佛經	宋 法天譯
1	T	阿含部類	阿含部	T01n0003	01	0003	2	毘婆尸佛經	宋 法天譯
1	T	阿含部類	阿含部	T01n0004	01	0004	1	七佛父母姓字經	失譯
1	T	阿含部類	阿含部	T01n0005	01	0005	2	佛般泥洹經	西晉 白法祖譯
1	T	阿含部類	阿含部	T01n0006	01	0006	2	般泥洹經	失譯
1	T	阿含部類	阿含部	T01n0007	01	0007	3	大般涅槃經	東晉 法顯譯
1	T	阿含部類	阿含部	T01n0008	01	0008	2	大堅固婆羅門緣起經	宋 施護等譯
1	T	阿含部類	阿含部	T01n0009	01	0009	1	人仙經	宋 法賢譯
1	T	阿含部類	阿含部	T01n0010	01	0010	3	白衣金幢二婆羅門緣起經	宋 施護等譯
1	T	阿含部類	阿含部	T01n0011	01	0011	2	尼拘陀梵志經	宋 施護等譯
1	T	阿含部類	阿含部	T01n0012	01	0012	2	大集法門經	宋 施護譯
1	T	阿含部類	阿含部	T01n0013	01	0013	2	長阿含十報法經	後漢 安世高譯
1	T	阿含部類	阿含部	T01n0014	01	0014	1	人本欲生經	後漢 安世高譯
1	T	阿含部類	阿含部	T01n0015	01	0015	1	帝釋所問經	宋 法賢譯
1	T	阿含部類	阿含部	T01n0016	01	0016	1	尸迦羅越六方禮經	後漢 安世高譯
1	T	阿含部類	阿含部	T01n0017	01	0017	1	善生子經	西晉 支法度譯
1	T	阿含部類	阿含部	T01n0018	01	0018	1	信佛功德經	宋 法賢譯
1	T	阿含部類	阿含部	T01n0019	01	0019	1	大三摩惹經	宋 法天譯
1	T	阿含部類	阿含部	T01n0020	01	0020	1	佛開解梵志阿颰經	吳 支謙譯
1	T	阿含部類	阿含部	T01n0021	01	0021	1	梵網六十二見經	吳 支謙譯
1	T	阿含部類	阿含部	T01n0022	01	0022	1	寂志果經	東晉 竺曇無蘭譯
1	T	阿含部類	阿含部	T01n0023	01	0023	6	大樓炭經	西晉 法立共法炬譯
1	T	阿含部類	阿含部	T01n0024	01	0024	10	起世經	隋 闍那崛多等譯
1	T	阿含部類	阿含部	T01n0025	01	0025	10	起世因本經	隋 達摩笈多譯
1	T	阿含部類	阿含部	T01n0026	01	0026	60	中阿含經	東晉 瞿曇僧伽提婆譯
1	T	阿含部類	阿含部	T01n0027	01	0027	1	七知經	吳 支謙譯
1	T	阿含部類	阿含部	T01n0028	01	0028	1	園生樹經	宋 施護譯
1	T	阿含部類	阿含部	T01n0029	01	0029	1	鹹水喻經	失譯
1	T	阿含部類	阿含部	T01n0030	01	0030	1	薩鉢多酥哩踰捺野經	宋 法賢譯
1	T	阿含部類	阿含部	T01n0031	01	0031	1	一切流攝守因經	後漢 安世高譯
1	T	阿含部類	阿含部	T01n0032	01	0032	1	四諦經	後漢 安世高譯
1	T	阿含部類	阿含部	T01n0033	01	0033	1	恒水經	西晉 法炬譯
1	T	阿含部類	阿含部	T01n0034	01	0034	1	法海經	西晉 法炬譯
1	T	阿含部類	阿含部	T01n0035	01	0035	1	海八德經	後秦 鳩摩羅什譯
1	T	阿含部類	阿含部	T01n0036	01	0036	1	本相猗致經	後漢 安世高譯
1	T	阿含部類	阿含部	T01n0037	01	0037	1	緣本致經	失譯
1	T	阿含部類	阿含部	T01n0038	01	0038	1	輪王七寶經	宋 施護譯
1	T	阿含部類	阿含部	T01n0039	01	0039	1	頂生王故事經	西晉 法炬譯
1	T	阿含部類	阿含部	T01n0040	01	0040	1	文陀竭王經	北涼 曇無讖譯
1	T	阿含部類	阿含部	T01n0041	01	0041	1	頻婆娑羅王經	宋 法賢譯
1	T	阿含部類	阿含部	T01n0042	01	0042	1	鐵城泥犁經	東晉 竺曇無蘭譯
1	T	阿含部類	阿含部	T01n0043	01	0043	1	閻羅王五天使者經	劉宋 慧簡譯
1	T	阿含部類	阿含部	T01n0044	01	0044	1	古來世時經	失譯
1	T	阿含部類	阿含部	T01n0045	01	0045	2	大正句王經	宋 法賢譯
1	T	阿含部類	阿含部	T01n0046	01	0046	1	阿那律八念經	後漢 支曜譯
1	T	阿含部類	阿含部	T01n0047	01	0047	1	離睡經	西晉 竺法護譯
1	T	阿含部類	阿含部	T01n0048	01	0048	1	是法非法經	後漢 安世高譯
1	T	阿含部類	阿含部	T01n0049	01	0049	1	求欲經	西晉 法炬譯
1	T	阿含部類	阿含部	T01n0050	01	0050	1	受歲經	西晉 竺法護譯
1	T	阿含部類	阿含部	T01n0051	01	0051	1	梵志計水淨經	失譯
1	T	阿含部類	阿含部	T01n0052	01	0052	1	大生義經	宋 施護譯
1	T	阿含部類	阿含部	T01n0053	01	0053	1	苦陰經	失譯
1	T	阿含部類	阿含部	T01n0054	01	0054	1	釋摩男本四子經	吳 支謙譯
1	T	阿含部類	阿含部	T01n0055	01	0055	1	苦陰因事經	西晉 法炬譯
1	T	阿含部類	阿含部	T01n0056	01	0056	1	樂想經	西晉 竺法護譯
1	T	阿含部類	阿含部	T01n0057	01	0057	1	漏分布經	後漢 安世高譯
1	T	阿含部類	阿含部	T01n0058	01	0058	1	阿耨風經	東晉 竺曇無蘭譯
1	T	阿含部類	阿含部	T01n0059	01	0059	1	諸法本經	吳 支謙譯
1	T	阿含部類	阿含部	T01n0060	01	0060	1	瞿曇彌記果經	劉宋 慧簡譯
1	T	阿含部類	阿含部	T01n0061	01	0061	1	受新歲經	西晉 竺法護譯
1	T	阿含部類	阿含部	T01n0062	01	0062	1	新歲經	東晉 竺曇無蘭譯
1	T	阿含部類	阿含部	T01n0063	01	0063	1	解夏經	宋 法賢譯
1	T	阿含部類	阿含部	T01n0064	01	0064	1	瞻婆比丘經	西晉 法炬譯
1	T	阿含部類	阿含部	T01n0065	01	0065	1	伏婬經	西晉 法炬譯
1	T	阿含部類	阿含部	T01n0066	01	0066	1	魔嬈亂經	失譯
1	T	阿含部類	阿含部	T01n0067	01	0067	1	弊魔試目連經	吳 支謙譯
1	T	阿含部類	阿含部	T01n0068	01	0068	1	賴吒和羅經	吳 支謙譯
1	T	阿含部類	阿含部	T01n0069	01	0069	1	護國經	宋 法賢譯
1	T	阿含部類	阿含部	T01n0070	01	0070	1	數經	西晉 法炬譯
1	T	阿含部類	阿含部	T01n0071	01	0071	1	梵志頞波羅延問種尊經	東晉 竺曇無蘭譯
1	T	阿含部類	阿含部	T01n0072	01	0072	1	三歸五戒慈心厭離功德經	失譯
1	T	阿含部類	阿含部	T01n0073	01	0073	1	須達經	蕭齊 求那毘地譯
1	T	阿含部類	阿含部	T01n0074	01	0074	1	長者施報經	宋 法天譯
1	T	阿含部類	阿含部	T01n0075	01	0075	1	佛為黃竹園老婆羅門說學經	失譯
1	T	阿含部類	阿含部	T01n0076	01	0076	1	梵摩渝經	吳 支謙譯
1	T	阿含部類	阿含部	T01n0077	01	0077	1	尊上經	西晉 竺法護譯
1	T	阿含部類	阿含部	T01n0078	01	0078	1	兜調經	失譯
1	T	阿含部類	阿含部	T01n0079	01	0079	1	鸚鵡經	劉宋 求那跋陀羅譯
1	T	阿含部類	阿含部	T01n0080	01	0080	1	佛為首迦長者說業報差別經	隋 瞿曇法智譯
1	T	阿含部類	阿含部	T01n0081	01	0081	2	分別善惡報應經	宋 天息災譯
1	T	阿含部類	阿含部	T01n0082	01	0082	1	意經	西晉 竺法護譯
1	T	阿含部類	阿含部	T01n0083	01	0083	1	應法經	西晉 竺法護譯
1	T	阿含部類	阿含部	T01n0084	01	0084	1	分別布施經	宋 施護譯
1	T	阿含部類	阿含部	T01n0085	01	0085	1	息諍因緣經	宋 施護譯
1	T	阿含部類	阿含部	T01n0086	01	0086	1	泥犁經	東晉 竺曇無蘭譯
1	T	阿含部類	阿含部	T01n0087	01	0087	1	齋經	吳 支謙譯
1	T	阿含部類	阿含部	T01n0088	01	0088	1	優陂夷墮舍迦經	失譯
1	T	阿含部類	阿含部	T01n0089	01	0089	1	八關齋經	劉宋 沮渠京聲譯
1	T	阿含部類	阿含部	T01n0090	01	0090	1	鞞摩肅經	劉宋 求那跋陀羅譯
1	T	阿含部類	阿含部	T01n0091	01	0091	1	婆羅門子命終愛念不離經	後漢 安世高譯
1	T	阿含部類	阿含部	T01n0092	01	0092	1	十支居士八城人經	後漢 安世高譯
1	T	阿含部類	阿含部	T01n0093	01	0093	1	邪見經	失譯
1	T	阿含部類	阿含部	T01n0094	01	0094	1	箭喻經	失譯
1	T	阿含部類	阿含部	T01n0095	01	0095	1	蟻喻經	宋 施護譯
1	T	阿含部類	阿含部	T01n0096	01	0096	1	治意經	失譯
1	T	阿含部類	阿含部	T01n0097	01	0097	1	廣義法門經	陳 真諦譯
1	T	阿含部類	阿含部	T01n0098	01	0098	1	普法義經	後漢 安世高譯
1	T	阿含部類	阿含部	T02n0099	02	0099	50	雜阿含經	劉宋 求那跋陀羅譯
1	T	阿含部類	阿含部	T02n0100	02	0100	16	別譯雜阿含經	失譯
1	T	阿含部類	阿含部	T02n0101	02	0101	1	雜阿含經	失譯
1	T	阿含部類	阿含部	T02n0102	02	0102	1	佛說五蘊皆空經	唐 義淨譯
1	T	阿含部類	阿含部	T02n0103	02	0103	1	佛說聖法印經	西晉 竺法護譯
1	T	阿含部類	阿含部	T02n0104	02	0104	1	佛說法印經	宋 施護譯
1	T	阿含部類	阿含部	T02n0105	02	0105	1	五陰譬喻經	後漢 安世高譯
1	T	阿含部類	阿含部	T02n0106	02	0106	1	佛說水沫所漂經	東晉 竺曇無蘭譯
1	T	阿含部類	阿含部	T02n0107	02	0107	1	佛說不自守意經	吳 支謙譯
1	T	阿含部類	阿含部	T02n0108	02	0108	1	佛說滿願子經	失譯
1	T	阿含部類	阿含部	T02n0109	02	0109	1	佛說轉法輪經	後漢 安世高譯
1	T	阿含部類	阿含部	T02n0110	02	0110	1	佛說三轉法輪經	唐 義淨譯
1	T	阿含部類	阿含部	T02n0111	02	0111	1	佛說相應相可經	西晉 法炬譯
1	T	阿含部類	阿含部	T02n0112	02	0112	1	佛說八正道經	後漢 安世高譯
1	T	阿含部類	阿含部	T02n0113	02	0113	1	佛說難提釋經	西晉 法炬譯
1	T	阿含部類	阿含部	T02n0114	02	0114	1	佛說馬有三相經	後漢 支曜譯
1	T	阿含部類	阿含部	T02n0115	02	0115	1	佛說馬有八態譬人經	後漢 支曜譯
1	T	阿含部類	阿含部	T02n0116	02	0116	1	佛說戒德香經	東晉 竺曇無蘭譯
1	T	阿含部類	阿含部	T02n0117	02	0117	1	佛說戒香經	宋 法賢譯
1	T	阿含部類	阿含部	T02n0118	02	0118	1	佛說鴦掘摩經	西晉 竺法護譯
1	T	阿含部類	阿含部	T02n0119	02	0119	1	佛說鴦崛髻經	西晉 法炬譯
1	T	阿含部類	阿含部	T02n0120	02	0120	4	央掘魔羅經	劉宋 求那跋陀羅譯
1	T	阿含部類	阿含部	T02n0121	02	0121	1	佛說月喻經	宋 施護譯
1	T	阿含部類	阿含部	T02n0122	02	0122	1	佛說波斯匿王太后崩塵土坌身經	西晉 法炬譯
1	T	阿含部類	阿含部	T02n0123	02	0123	1	佛說放牛經	後秦 鳩摩羅什譯
1	T	阿含部類	阿含部	T02n0124	02	0124	1	緣起經	唐 玄奘譯
1	T	阿含部類	阿含部	T02n0125	02	0125	51	增壹阿含經	東晉 瞿曇僧伽提婆譯
1	T	阿含部類	阿含部	T02n0126	02	0126	1	佛說阿羅漢具德經	宋 法賢譯
1	T	阿含部類	阿含部	T02n0127	02	0127	1	佛說四人出現世間經	劉宋 求那跋陀羅譯
1	T	阿含部類	阿含部	T02n0128a	02	0128a	1	須摩提女經	吳 支謙譯
1	T	阿含部類	阿含部	T02n0128b	02	0128b	1	須摩提女經	吳 支謙譯
1	T	阿含部類	阿含部	T02n0129	02	0129	1	佛說三摩竭經	吳 竺律炎譯
1	T	阿含部類	阿含部	T02n0130	02	0130	3	佛說給孤長者女得度因緣經	宋 施護譯
1	T	阿含部類	阿含部	T02n0131	02	0131	1	佛說婆羅門避死經	後漢 安世高譯
1	T	阿含部類	阿含部	T02n0132a	02	0132a	1	佛說食施獲五福報經	失譯
1	T	阿含部類	阿含部	T02n0132b	02	0132b	1	施食獲五福報經	失譯
1	T	阿含部類	阿含部	T02n0133	02	0133	1	頻毘娑羅王詣佛供養經	西晉 法炬譯
1	T	阿含部類	阿含部	T02n0134	02	0134	1	佛說長者子六過出家經	劉宋 慧簡譯
1	T	阿含部類	阿含部	T02n0135	02	0135	1	佛說力士移山經	西晉 竺法護譯
1	T	阿含部類	阿含部	T02n0136	02	0136	1	佛說四未曾有法經	西晉 竺法護譯
1	T	阿含部類	阿含部	T02n0137	02	0137	1	舍利弗摩訶目連遊四衢經	後漢 康孟詳譯
1	T	阿含部類	阿含部	T02n0138	02	0138	1	佛說十一想思念如來經	劉宋 求那跋陀羅譯
1	T	阿含部類	阿含部	T02n0139	02	0139	1	佛說四泥犁經	東晉 竺曇無蘭譯
1	T	阿含部類	阿含部	T02n0140	02	0140	1	阿那邠邸化七子經	後漢 安世高譯
1	T	阿含部類	阿含部	T02n0141	02	0141	1	佛說阿遬達經	劉宋 求那跋陀羅譯
1	T	阿含部類	阿含部	T02n0142a	02	0142a	1	佛說玉耶女經	失譯
1	T	阿含部類	阿含部	T02n0142b	02	0142b	1	玉耶女經	失譯
1	T	阿含部類	阿含部	T02n0143	02	0143	1	玉耶經	東晉 竺曇無蘭譯
1	T	阿含部類	阿含部	T02n0144	02	0144	1	佛說大愛道般泥洹經	西晉 白法祖譯
1	T	阿含部類	阿含部	T02n0145	02	0145	1	佛母般泥洹經	劉宋 慧簡譯
1	T	阿含部類	阿含部	T02n0146	02	0146	1	舍衛國王夢見十事經	失譯
1	T	阿含部類	阿含部	T02n0147	02	0147	1	佛說舍衛國王十夢經	失譯
1	T	阿含部類	阿含部	T02n0148	02	0148	1	國王不梨先泥十夢經	東晉 竺曇無蘭譯
1	T	阿含部類	阿含部	T02n0149	02	0149	1	佛說阿難同學經	後漢 安世高譯
1	T	阿含部類	阿含部	T02n0150A	02	0150A	1	七處三觀經	後漢 安世高譯
1	T	阿含部類	阿含部	T02n0150B	02	0150B	1	九橫經	後漢 安世高譯
1	T	阿含部類	阿含部	T02n0151	02	0151	1	佛說阿含正行經	後漢 安世高譯
1	T	本緣部類	本緣部	T03n0152	03	0152	8	六度集經	吳 康僧會譯
1	T	本緣部類	本緣部	T03n0153	03	0153	3	菩薩本緣經	吳 支謙譯
1	T	本緣部類	本緣部	T03n0154	03	0154	5	生經	西晉 竺法護譯
1	T	本緣部類	本緣部	T03n0155	03	0155	3	菩薩本行經	失譯
1	T	本緣部類	本緣部	T03n0156	03	0156	7	大方便佛報恩經	失譯
1	T	本緣部類	本緣部	T03n0157	03	0157	10	悲華經	北涼 曇無讖譯
1	T	本緣部類	本緣部	T03n0158	03	0158	8	大乘悲分陀利經	失譯
1	T	本緣部類	本緣部	T03n0159	03	0159	8	大乘本生心地觀經	唐 般若譯
1	T	本緣部類	本緣部	T03n0160	03	0160	16	菩薩本生鬘論	宋 紹德慧詢等譯
1	T	本緣部類	本緣部	T03n0161	03	0161	1	長壽王經	失譯
1	T	本緣部類	本緣部	T03n0162	03	0162	1	金色王經	東魏 瞿曇般若流支譯
1	T	本緣部類	本緣部	T03n0163	03	0163	1	妙色王因緣經	唐 義淨譯
1	T	本緣部類	本緣部	T03n0164	03	0164	1	師子素馱娑王斷肉經	唐 智嚴譯
1	T	本緣部類	本緣部	T03n0165	03	0165	6	頂生王因緣經	宋 施護等譯
1	T	本緣部類	本緣部	T03n0166	03	0166	1	月光菩薩經	宋 法賢譯
1	T	本緣部類	本緣部	T03n0167	03	0167	1	太子慕魄經	後漢 安世高譯
1	T	本緣部類	本緣部	T03n0168	03	0168	1	太子墓魄經	西晉 竺法護譯
1	T	本緣部類	本緣部	T03n0169	03	0169	1	月明菩薩經	吳 支謙譯
1	T	本緣部類	本緣部	T03n0170	03	0170	1	德光太子經	西晉 竺法護譯
1	T	本緣部類	本緣部	T03n0171	03	0171	1	太子須大拏經	西秦 聖堅譯
1	T	本緣部類	本緣部	T03n0172	03	0172	1	菩薩投身飴餓虎起塔因緣經	北涼 法盛譯
1	T	本緣部類	本緣部	T03n0173	03	0173	4	福力太子因緣經	宋 施護等譯
1	T	本緣部類	本緣部	T03n0174	03	0174	1	菩薩睒子經	失譯
1	T	本緣部類	本緣部	T03n0175a	03	0175a	1	睒子經	西秦 聖堅譯
1	T	本緣部類	本緣部	T03n0175b	03	0175b	1	佛說睒子經	乞伏秦 聖堅譯
1	T	本緣部類	本緣部	T03n0175c	03	0175c	1	佛說睒子經	姚秦 聖堅譯
1	T	本緣部類	本緣部	T03n0176	03	0176	1	師子月佛本生經	失譯
1	T	本緣部類	本緣部	T03n0177	03	0177	1	大意經	劉宋 求那跋陀羅譯
1	T	本緣部類	本緣部	T03n0178	03	0178	1	前世三轉經	西晉 法炬譯
1	T	本緣部類	本緣部	T03n0179	03	0179	1	銀色女經	元魏 佛陀扇多譯
1	T	本緣部類	本緣部	T03n0180	03	0180	1	過去世佛分衛經	西晉 竺法護譯
1	T	本緣部類	本緣部	T03n0181a	03	0181a	1	九色鹿經	吳 支謙譯
1	T	本緣部類	本緣部	T03n0181b	03	0181b	1	佛說九色鹿經	吳 支謙譯
1	T	本緣部類	本緣部	T03n0182a	03	0182a	1	鹿母經	西晉 竺法護譯
1	T	本緣部類	本緣部	T03n0182b	03	0182b	1	佛說鹿母經	西晉 竺法護譯
1	T	本緣部類	本緣部	T03n0183	03	0183	1	一切智光明仙人慈心因緣不食肉經	失譯
1	T	本緣部類	本緣部	T03n0184	03	0184	2	修行本起經	後漢 竺大力共康孟詳譯
1	T	本緣部類	本緣部	T03n0185	03	0185	2	太子瑞應本起經	吳 支謙譯
1	T	本緣部類	本緣部	T03n0186	03	0186	8	普曜經	西晉 竺法護譯
1	T	本緣部類	本緣部	T03n0187	03	0187	12	方廣大莊嚴經	唐 地婆訶羅譯
1	T	本緣部類	本緣部	T03n0188	03	0188	1	異出菩薩本起經	西晉 聶道真譯
1	T	本緣部類	本緣部	T03n0189	03	0189	4	過去現在因果經	劉宋 求那跋陀羅譯
1	T	本緣部類	本緣部	T03n0190	03	0190	60	佛本行集經	隋 闍那崛多譯
1	T	本緣部類	本緣部	T03n0191	03	0191	13	眾許摩訶帝經	宋 法賢譯
1	T	本緣部類	本緣部	T04n0192	04	0192	5	佛所行讚	馬鳴菩薩造　北涼 曇無讖譯
1	T	本緣部類	本緣部	T04n0193	04	0193	7	佛本行經	宋 釋寶雲譯
1	T	本緣部類	本緣部	T04n0194	04	0194	3	僧伽羅剎所集經	符秦 僧伽跋澄等譯
1	T	本緣部類	本緣部	T04n0195	04	0195	1	佛說十二遊經	東晉 迦留陀伽譯
1	T	本緣部類	本緣部	T04n0196	04	0196	2	中本起經	後漢 曇果共康孟詳譯
1	T	本緣部類	本緣部	T04n0197	04	0197	2	佛說興起行經	後漢 康孟詳譯
1	T	本緣部類	本緣部	T04n0198	04	0198	2	佛說義足經	吳 支謙譯
1	T	本緣部類	本緣部	T04n0199	04	0199	1	佛五百弟子自說本起經	西晉 竺法護譯
1	T	本緣部類	本緣部	T04n0200	04	0200	10	撰集百緣經	吳 支謙譯
1	T	本緣部類	本緣部	T04n0201	04	0201	15	大莊嚴論經	馬鳴菩薩造　後秦 鳩摩羅什譯
1	T	本緣部類	本緣部	T04n0202	04	0202	13	賢愚經	元魏 慧覺等譯
1	T	本緣部類	本緣部	T04n0203	04	0203	10	雜寶藏經	元魏 吉迦夜共曇曜譯
1	T	本緣部類	本緣部	T04n0204	04	0204	1	雜譬喻經	後漢 支婁迦讖譯
1	T	本緣部類	本緣部	T04n0205	04	0205	2	雜譬喻經	失譯
1	T	本緣部類	本緣部	T04n0206	04	0206	2	舊雜譬喻經	吳 康僧會譯
1	T	本緣部類	本緣部	T04n0207	04	0207	1	雜譬喻經	道略集
1	T	本緣部類	本緣部	T04n0208	04	0208	2	眾經撰雜譬喻	道略集　姚秦 鳩摩羅什譯
1	T	本緣部類	本緣部	T04n0209	04	0209	4	百喻經	僧伽斯那撰　蕭齊 求那毘地譯
1	T	本緣部類	本緣部	T04n0210	04	0210	2	法句經	法救撰　吳 維祇難等譯
1	T	本緣部類	本緣部	T04n0211	04	0211	4	法句譬喻經	晉世 法炬共法立譯
1	T	本緣部類	本緣部	T04n0212	04	0212	30	出曜經	姚秦 竺佛念譯
1	T	本緣部類	本緣部	T04n0213	04	0213	4	法集要頌經	法救集　宋 天息災譯
1	T	本緣部類	本緣部	T04n0214	04	0214	1	猘狗經	吳 支謙譯
1	T	本緣部類	本緣部	T04n0215	04	0215	1	群牛譬經	西晉 法炬譯
1	T	本緣部類	本緣部	T04n0216	04	0216	1	大魚事經	東晉 竺曇無蘭譯
1	T	本緣部類	本緣部	T04n0217	04	0217	1	譬喻經	唐 義淨譯
1	T	本緣部類	本緣部	T04n0218	04	0218	1	灌頂王喻經	宋 施護等譯
1	T	本緣部類	本緣部	T04n0219	04	0219	1	醫喻經	宋 施護譯
1	T	般若部類	般若部	T05n0220	05	0220	200	大般若波羅蜜多經(第1卷-第200卷)	唐 玄奘譯
1	T	般若部類	般若部	T06n0220	06	0220	200	大般若波羅蜜多經(第201卷-第400卷)	唐 玄奘譯
1	T	般若部類	般若部	T07n0220	07	0220	200	大般若波羅蜜多經(第401卷-第600卷)	唐 玄奘譯
1	T	般若部類	般若部	T08n0221	08	0221	20	放光般若經	西晉 無羅叉譯
1	T	般若部類	般若部	T08n0222	08	0222	10	光讚經	西晉 竺法護譯
1	T	般若部類	般若部	T08n0223	08	0223	27	摩訶般若波羅蜜經	後秦 鳩摩羅什譯
1	T	般若部類	般若部	T08n0224	08	0224	10	道行般若經	後漢 支婁迦讖譯
1	T	般若部類	般若部	T08n0225	08	0225	6	大明度經	吳 支謙譯
1	T	般若部類	般若部	T08n0226	08	0226	5	摩訶般若鈔經	前秦 曇摩蜱共竺佛念譯
1	T	般若部類	般若部	T08n0227	08	0227	10	小品般若波羅蜜經	後秦 鳩摩羅什譯
1	T	般若部類	般若部	T08n0228	08	0228	25	佛說佛母出生三法藏般若波羅蜜多經	宋 施護譯
1	T	般若部類	般若部	T08n0229	08	0229	3	佛說佛母寶德藏般若波羅蜜經	宋 法賢譯
1	T	般若部類	般若部	T08n0230	08	0230	1	聖八千頌般若波羅蜜多一百八名真實圓義陀羅尼經	宋 施護等譯
1	T	般若部類	般若部	T08n0231	08	0231	7	勝天王般若波羅蜜經	陳 月婆首那譯
1	T	般若部類	般若部	T08n0232	08	0232	2	文殊師利所說摩訶般若波羅蜜經	梁 曼陀羅仙譯
1	T	般若部類	般若部	T08n0233	08	0233	1	文殊師利所說般若波羅蜜經	梁 僧伽婆羅譯
1	T	般若部類	般若部	T08n0234	08	0234	2	佛說濡首菩薩無上清淨分衛經	宋 翔公譯
1	T	般若部類	般若部	T08n0235	08	0235	1	金剛般若波羅蜜經	後秦 鳩摩羅什譯
1	T	般若部類	般若部	T08n0236a	08	0236a	1	金剛般若波羅蜜經	元魏 菩提流支譯
1	T	般若部類	般若部	T08n0236b	08	0236b	1	金剛般若波羅蜜經	元魏 菩提流支譯
1	T	般若部類	般若部	T08n0237	08	0237	1	金剛般若波羅蜜經	陳 真諦譯
1	T	般若部類	般若部	T08n0238	08	0238	1	金剛能斷般若波羅蜜經	隋 笈多譯
1	T	般若部類	般若部	T08n0239	08	0239	1	佛說能斷金剛般若波羅蜜多經	唐 義淨譯
1	T	般若部類	般若部	T08n0240	08	0240	1	實相般若波羅蜜經	唐 菩提流志譯
1	T	般若部類	般若部	T08n0241	08	0241	1	金剛頂瑜伽理趣般若經	唐 金剛智譯
1	T	般若部類	般若部	T08n0242	08	0242	1	佛說遍照般若波羅蜜經	宋 施護譯
1	T	般若部類	般若部	T08n0243	08	0243	1	大樂金剛不空真實三麼耶經	唐 不空譯
1	T	般若部類	般若部	T08n0244	08	0244	7	佛說最上根本大樂金剛不空三昧大教王經	宋 法賢譯
1	T	般若部類	般若部	T08n0245	08	0245	2	佛說仁王般若波羅蜜經	後秦 鳩摩羅什譯
1	T	般若部類	般若部	T08n0246	08	0246	2	仁王護國般若波羅蜜多經	唐 不空譯
1	T	般若部類	般若部	T08n0247	08	0247	1	佛說了義般若波羅蜜多經	宋 施護譯
1	T	般若部類	般若部	T08n0248	08	0248	1	佛說五十頌聖般若波羅蜜經	宋 施護譯
1	T	般若部類	般若部	T08n0249	08	0249	1	佛說帝釋般若波羅蜜多心經	宋 施護譯
1	T	般若部類	般若部	T08n0250	08	0250	1	摩訶般若波羅蜜大明呪經	姚秦 鳩摩羅什譯
1	T	般若部類	般若部	T08n0251	08	0251	1	般若波羅蜜多心經	唐 玄奘譯
1	T	般若部類	般若部	T08n0252	08	0252	1	普遍智藏般若波羅蜜多心經	唐 法月重譯
1	T	般若部類	般若部	T08n0253	08	0253	1	般若波羅蜜多心經	唐 般若共利言等譯
1	T	般若部類	般若部	T08n0254	08	0254	1	般若波羅蜜多心經	唐 智慧輪譯
1	T	般若部類	般若部	T08n0255	08	0255	1	般若波羅蜜多心經	唐 法成譯
1	T	般若部類	般若部	T08n0256	08	0256	1	唐梵翻對字音般若波羅蜜多心經	
1	T	般若部類	般若部	T08n0257	08	0257	1	佛說聖佛母般若波羅蜜多經	宋 施護譯
1	T	般若部類	般若部	T08n0258	08	0258	1	佛說聖佛母小字般若波羅蜜多經	宋 天息災譯
1	T	般若部類	般若部	T08n0259	08	0259	1	佛說觀想佛母般若波羅蜜多菩薩經	宋 天息災譯
1	T	般若部類	般若部	T08n0260	08	0260	4	佛說開覺自性般若波羅蜜多經	宋 惟淨等譯
1	T	般若部類	般若部	T08n0261	08	0261	10	大乘理趣六波羅蜜多經	唐 般若譯
1	T	法華部類	法華部	T09n0262	09	0262	7	妙法蓮華經	姚秦 鳩摩羅什譯
1	T	法華部類	法華部	T09n0263	09	0263	10	正法華經	西晉 竺法護譯
1	T	法華部類	法華部	T09n0264	09	0264	7	添品妙法蓮華經	隋 闍那崛多共笈多譯
1	T	法華部類	法華部	T09n0265	09	0265	1	薩曇分陀利經	失譯
1	T	法華部類	法華部	T09n0266	09	0266	3	佛說阿惟越致遮經	西晉 竺法護譯
1	T	法華部類	法華部	T09n0267	09	0267	4	不退轉法輪經	失譯
1	T	法華部類	法華部	T09n0268	09	0268	6	佛說廣博嚴淨不退轉輪經	宋 智嚴譯
1	T	法華部類	法華部	T09n0269	09	0269	1	佛說法華三昧經	宋 智嚴譯
1	T	法華部類	法華部	T09n0270	09	0270	2	大法鼓經	劉宋 求那跋陀羅譯
1	T	法華部類	法華部	T09n0271	09	0271	3	佛說菩薩行方便境界神通變化經	劉宋 求那跋陀羅譯
1	T	法華部類	法華部	T09n0272	09	0272	10	大薩遮尼乾子所說經	元魏 菩提留支譯
1	T	法華部類	法華部	T09n0273	09	0273	1	金剛三昧經	失譯
1	T	法華部類	法華部	T09n0274	09	0274	1	佛說濟諸方等學經	西晉 竺法護譯
1	T	法華部類	法華部	T09n0275	09	0275	1	大乘方廣總持經	隋 毘尼多流支譯
1	T	法華部類	法華部	T09n0276	09	0276	1	無量義經	蕭齊 曇摩伽陀耶舍譯
1	T	法華部類	法華部	T09n0277	09	0277	1	佛說觀普賢菩薩行法經	劉宋 曇無蜜多譯
1	T	華嚴部類	華嚴部	T09n0278	09	0278	60	大方廣佛華嚴經	東晉 佛馱跋陀羅譯
1	T	華嚴部類	華嚴部	T10n0279	10	0279	80	大方廣佛華嚴經	唐 實叉難陀譯
